Examp_TCR_2014	Examp_TCR_2015	Examp_TCR_2017	Examp_TCR_clones
2975643	1881468	0	1619037
3384064	1472453	0	1618839
3384064	981635	490758	1618819
1867070	409015	2576480	1617522
1166919	0	3680686	1615868
1166919	0	3680686	1615868
2392183	2454088	0	1615424
2800605	2045073	0	1615226
2800605	1063438	981516	1615187
3617448	981635	245379	1614821
3617448	0	1226895	1614781
4025870	818029	0	1614633
4025870	818029	0	1614633
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
4842713	0	0	1614238
1808724	1799665	1226895	1611761
2625567	0	2208412	1611326
3442410	1390650	0	1611020
3442410	1390650	0	1611020
3850832	0	981516	1610783
4259253	572621	0	1610625
1108573	409015	3312618	1610068
1516994	0	3312618	1609871
1925416	2045073	858827	1609772
2333838	654423	1840343	1609535
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
0	4826373	0	1608791
3967524	0	858827	1608784
3967524	0	858827	1608784
0	4335556	490758	1608771
0	4090147	736137	1608761
0	3844738	981516	1608751
0	3844738	981516	1608751
0	3844738	981516	1608751
0	3599329	1226895	1608742
0	3599329	1226895	1608742
0	3108512	1717654	1608722
0	3108512	1717654	1608722
0	2863103	1963033	1608712
0	2863103	1963033	1608712
0	2863103	1963033	1608712
0	2617694	2208412	1608702
0	2372285	2453791	1608692
0	2372285	2453791	1608692
0	2126876	2699170	1608682
0	2126876	2699170	1608682
0	1881468	2944549	1608672
0	1881468	2944549	1608672
0	1145241	3680686	1608642
0	1145241	3680686	1608642
0	899832	3926065	1608633
0	654423	4171444	1608623
2450529	2372285	0	1607605
2858951	1227044	736137	1607377
2858951	0	1963033	1607328
4084216	0	736137	1606784
933535	572621	3312618	1606258
1341957	2126876	1349585	1606139
1341957	1636059	1840343	1606119
1341957	899832	2576480	1606090
4200908	0	613448	1604785
1867070	2944906	0	1603992
1867070	2944906	0	1603992
1867070	0	2944549	1603873
3092335	490818	1226895	1603349
3092335	0	1717654	1603329
3909178	899832	0	1603003
758497	0	4048755	1602417
1983762	1227044	1594964	1601923
1983762	0	2821860	1601874
4434291	0	368069	1600787
1692032	3108512	0	1600181
2100454	2699497	0	1599984
2100454	0	2699170	1599875
2508875	2290482	0	1599786
2917297	1881468	0	1599588
2917297	1881468	0	1599588
3325718	1472453	0	1599390
3325718	0	1472275	1599331
3325718	0	1472275	1599331
3325718	0	1472275	1599331
4142562	654423	0	1598995
4142562	654423	0	1598995
4142562	654423	0	1598995
4550983	245409	0	1598797
2217146	1717862	858827	1597945
2217146	0	2576480	1597875
2217146	0	2576480	1597875
3442410	0	1349585	1597332
2333838	0	2453791	1595876
2742259	2045073	0	1595777
3150681	1636059	0	1595580
3559102	1227044	0	1595382
3559102	0	1226895	1595333
3559102	0	1226895	1595333
0	4417359	368069	1595142
0	4171950	613448	1595132
0	4171950	613448	1595132
0	4171950	613448	1595132
0	3681132	1104206	1595113
0	3681132	1104206	1595113
0	3681132	1104206	1595113
0	3435723	1349585	1595103
0	3435723	1349585	1595103
0	3190315	1594964	1595093
0	3190315	1594964	1595093
0	2944906	1840343	1595083
0	2944906	1840343	1595083
0	2454088	2331101	1595063
0	2208679	2576480	1595053
0	2208679	2576480	1595053
0	1963270	2821860	1595043
0	1963270	2821860	1595043
0	1963270	2821860	1595043
0	1717862	3067239	1595033
0	1472453	3312618	1595024
0	981635	3803376	1595004
0	736226	4048755	1594994
0	490818	4294134	1594984
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
0	0	4784892	1594964
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
4784367	0	0	1594789
1341957	3435723	0	1592560
1341957	2454088	981516	1592520
1341957	0	3435307	1592421
2158800	2617694	0	1592165
2158800	2617694	0	1592165
2567221	0	2208412	1591878
3792486	981635	0	1591374
3792486	490818	490758	1591354
1166919	1145241	2453791	1588650
1575340	981635	2208412	1588462
1575340	0	3189928	1588423
1575340	0	3189928	1588423
2392183	2372285	0	1588156
2800605	1963270	0	1587958
2800605	490818	1472275	1587899
3209027	1554256	0	1587761
3209027	1554256	0	1587761
4025870	736226	0	1587365
4025870	0	736137	1587336
875189	2290482	1594964	1586878
1283611	1390650	2085722	1586661
1692032	1717862	1349585	1586493
1692032	0	3067239	1586424
2100454	818029	1840343	1586275
2917297	0	1840343	1585880
2917297	0	1840343	1585880
4142562	0	613448	1585336
1400303	654423	2699170	1584632
2625567	2126876	0	1584148
3442410	1308847	0	1583752
4259253	0	490758	1583337
1108573	1308847	2331101	1582840
1516994	2372285	858827	1582702
1516994	1145241	2085722	1582653
1925416	736226	2085722	1582455
1925416	0	2821860	1582425
2742259	899832	1104206	1582099
2742259	899832	1104206	1582099
3150681	1227044	368069	1581931
3150681	981635	613448	1581921
3150681	0	1594964	1581882
3150681	0	1594964	1581882
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4744570	0	1581523
0	4499162	245379	1581514
0	4008344	736137	1581494
0	3762935	981516	1581484
0	3517526	1226895	1581474
0	3517526	1226895	1581474
0	3272117	1472275	1581464
0	3272117	1472275	1581464
0	2781300	1963033	1581444
0	2781300	1963033	1581444
0	2535891	2208412	1581434
0	2535891	2208412	1581434
0	2535891	2208412	1581434
0	2290482	2453791	1581424
0	2290482	2453791	1581424
0	2045073	2699170	1581414
0	2045073	2699170	1581414
0	1799665	2944549	1581405
0	1554256	3189928	1581395
0	1554256	3189928	1581395
0	1554256	3189928	1581395
0	1554256	3189928	1581395
0	1308847	3435307	1581385
0	1308847	3435307	1581385
0	1308847	3435307	1581385
0	1308847	3435307	1581385
0	1063438	3680686	1581375
0	1063438	3680686	1581375
0	818029	3926065	1581365
0	818029	3926065	1581365
0	818029	3926065	1581365
0	818029	3926065	1581365
0	572621	4171444	1581355
0	572621	4171444	1581355
4375945	0	368069	1581338
1633686	2126876	981516	1580693
2042108	2699497	0	1580535
3267373	1472453	0	1579942
3267373	0	1472275	1579882
3267373	0	1472275	1579882
3267373	0	1472275	1579882
4084216	654423	0	1579546
2567221	818029	1349585	1578279
1050227	0	3680686	1576971
2275492	2454088	0	1576527
3500756	1227044	0	1575933
3500756	0	1226895	1575884
3909178	818029	0	1575736
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
4726021	0	0	1575340
758497	3353920	613448	1575288
758497	1390650	2576480	1575209
1575340	1554256	1594964	1574853
2392183	0	2331101	1574428
1283611	245409	3189928	1572983
1692032	818029	2208412	1572824
2100454	2617694	0	1572716
2100454	2617694	0	1572716
2100454	2617694	0	1572716
2100454	2617694	0	1572716
2917297	1308847	490758	1572301
3325718	1390650	0	1572123
3734140	0	981516	1571885
991881	1390650	2331101	1571211
1808724	1799665	1104206	1570865
2625567	0	2085722	1570430
3850832	0	858827	1569886
700151	4008344	0	1569498
1108573	1145241	2453791	1569202
1108573	654423	2944549	1569182
1516994	0	3189928	1568974
1516994	0	3189928	1568974
1516994	0	3189928	1568974
2742259	1963270	0	1568510
3150681	1554256	0	1568312
3559102	1145241	0	1568114
3559102	1145241	0	1568114
3967524	736226	0	1567917
3967524	736226	0	1567917
0	4335556	368069	1567875
0	4090147	613448	1567865
0	4090147	613448	1567865
0	4090147	613448	1567865
0	3844738	858827	1567855
0	3844738	858827	1567855
0	3844738	858827	1567855
0	3599329	1104206	1567845
0	3353920	1349585	1567835
0	3353920	1349585	1567835
0	3108512	1594964	1567825
0	3108512	1594964	1567825
0	2863103	1840343	1567815
0	2617694	2085722	1567805
0	2617694	2085722	1567805
0	2372285	2331101	1567795
0	2126876	2576480	1567786
0	2126876	2576480	1567786
0	1881468	2821860	1567776
0	1390650	3312618	1567756
0	1390650	3312618	1567756
0	1145241	3557997	1567746
0	1145241	3557997	1567746
0	1145241	3557997	1567746
0	899832	3803376	1567736
0	654423	4048755	1567726
0	654423	4048755	1567726
408422	0	4294134	1567519
1633686	0	3067239	1566975
1633686	0	3067239	1566975
1633686	0	3067239	1566975
4084216	0	613448	1565888
1341957	3353920	0	1565292
1750378	2944906	0	1565095
1750378	2944906	0	1565095
1750378	1717862	1226895	1565045
2158800	2535891	0	1564897
2567221	1636059	490758	1564679
2975643	0	1717654	1564432
3384064	1308847	0	1564304
3384064	1308847	0	1564304
1867070	0	2821860	1562977
3092335	0	1594964	1562433
1166919	1799665	1717654	1561412
1166919	818029	2699170	1561373
1575340	3108512	0	1561284
1575340	1390650	1717654	1561215
1575340	163606	2944549	1561165
1983762	1472453	1226895	1561037
1983762	0	2699170	1560977
2392183	2290482	0	1560889
2800605	1881468	0	1560691
3209027	1472453	0	1560493
3617448	1063438	0	1560295
4025870	654423	0	1560098
4025870	654423	0	1560098
1283611	2290482	1104206	1559433
1283611	1308847	2085722	1559393
1692032	2126876	858827	1559245
1692032	899832	2085722	1559196
2100454	1717862	858827	1559047
2100454	0	2576480	1558978
4142562	163606	368069	1558079
3442410	1227044	0	1556485
3442410	1227044	0	1556485
3850832	818029	0	1556287
4259253	409015	0	1556089
4259253	409015	0	1556089
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
4667675	0	0	1555892
2333838	0	2331101	1554980
3559102	0	1104206	1554436
3559102	0	1104206	1554436
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4662767	0	1554256
0	4417359	245379	1554246
0	3926541	736137	1554226
0	3435723	1226895	1554206
0	3190315	1472275	1554196
0	3190315	1472275	1554196
